# Melt Pool Geometry History
# time(s)  length(m)  depth(m)  width(m)  volume(m3)  Tpeak(K)  laser_on
 2.10000E-05   0.00000E+00   0.00000E+00   0.00000E+00   8.10172E-14      293.00  1
 4.10000E-05   4.11692E-05   1.03401E-04   4.10893E-05   2.31308E-13     1918.73  1
 6.10000E-05   7.54448E-05   1.08867E-04   5.42527E-05   3.75703E-13     2666.59  1
 8.10000E-05   1.02221E-04   1.09776E-04   5.91329E-05   5.16491E-13     2844.35  1
 1.01000E-04   1.30142E-04   1.10000E-04   6.02682E-05   6.44564E-13     2906.22  1
 1.21000E-04   1.53191E-04   1.10078E-04   6.10444E-05   7.66826E-13     2956.72  1
 1.41000E-04   1.81893E-04   1.10148E-04   6.15083E-05   8.97342E-13     2913.48  1
 1.61000E-04   2.07867E-04   1.10027E-04   6.17427E-05   1.00240E-12     2948.96  1
 1.81000E-04   2.35010E-04   1.10094E-04   6.17511E-05   9.45140E-13     2943.34  0
 2.01000E-04   2.35231E-04   1.07106E-04   6.18038E-05   8.50070E-13     2528.73  0
 2.21000E-04   2.35253E-04   1.02517E-04   6.76015E-05   8.05562E-13     2264.78  0
 2.41000E-04   2.35673E-04   9.68717E-05   6.92665E-05   7.53594E-13     2098.84  0
 2.61000E-04   2.35470E-04   9.08350E-05   6.97039E-05   7.02415E-13     1985.65  0
 2.81000E-04   2.35106E-04   8.56367E-05   6.97301E-05   6.54720E-13     1905.75  0
 3.01000E-04   2.34780E-04   8.02361E-05   6.95209E-05   6.10029E-13     1845.38  0
 3.21000E-04   2.34392E-04   7.50399E-05   6.91229E-05   5.67958E-13     1798.66  0
 3.41000E-04   2.33978E-04   6.99664E-05   6.85850E-05   5.27886E-13     1760.70  0
 3.61000E-04   2.33567E-04   6.49116E-05   6.79420E-05   4.88487E-13     1729.46  0
 3.81000E-04   2.33243E-04   6.03914E-05   6.72205E-05   4.49809E-13     1703.19  0
 4.01000E-04   2.33121E-04   5.62155E-05   6.64644E-05   4.11334E-13     1681.16  0
 4.21000E-04   2.32991E-04   5.25608E-05   6.57353E-05   3.73189E-13     1663.16  0
 4.41000E-04   2.32830E-04   4.82523E-05   6.50836E-05   3.35796E-13     1648.53  0
 4.61000E-04   2.32630E-04   4.45270E-05   6.47024E-05   2.99256E-13     1637.20  0
 4.81000E-04   2.32384E-04   4.17702E-05   6.46335E-05   2.64041E-13     1629.05  0
 5.01000E-04   2.32063E-04   3.85268E-05   6.45564E-05   2.30855E-13     1624.13  0
 5.21000E-04   2.31645E-04   3.54744E-05   6.44737E-05   1.99456E-13     1622.64  0
 5.41000E-04   2.29050E-04   3.31919E-05   6.43808E-05   1.70419E-13     1621.82  0
 5.61000E-04   2.14833E-04   3.01669E-05   6.42727E-05   1.43401E-13     1620.65  0
 5.81000E-04   2.03600E-04   2.82239E-05   6.41415E-05   1.18345E-13     1619.15  0
 6.01000E-04   1.91895E-04   2.48583E-05   5.84063E-05   8.42658E-14     1616.82  0
 6.21000E-04   1.75499E-04   2.32218E-05   7.06671E-05   6.41285E-14     1614.38  0
 6.41000E-04   1.59887E-04   2.07496E-05   7.06666E-05   4.66149E-14     1611.39  0
 6.61000E-04   1.46974E-04   1.87676E-05   7.05116E-05   3.20193E-14     1607.84  0
 6.81000E-04   1.31381E-04   1.70806E-05   6.88134E-05   9.97442E-14     1603.70  1
 7.01000E-04   4.35623E-05   1.03350E-04   4.30899E-05   2.47297E-13     1867.43  1
 7.21000E-04   7.65574E-05   1.08355E-04   5.82395E-05   3.81156E-13     2562.91  1
 7.41000E-04   1.06275E-04   1.09172E-04   6.28414E-05   5.03547E-13     2796.90  1
 7.61000E-04   1.35523E-04   1.09530E-04   6.42051E-05   6.32642E-13     2861.08  1
 7.81000E-04   1.65220E-04   1.09705E-04   6.52905E-05   7.62052E-13     2917.59  1
 8.01000E-04   1.92721E-04   1.09470E-04   6.60879E-05   8.81813E-13     2870.95  1
 8.21000E-04   2.22781E-04   1.09823E-04   7.01849E-05   1.00424E-12     2871.95  1
 8.41000E-04   2.52389E-04   1.10138E-04   7.22674E-05   1.12519E-12     2907.16  1
 8.61000E-04   2.65914E-04   1.10227E-04   7.34134E-05   1.24573E-12     2911.91  1
 8.81000E-04   2.94460E-04   1.10368E-04   7.42306E-05   1.36019E-12     2883.76  1
 9.01000E-04   3.23690E-04   1.10375E-04   7.78617E-05   1.47663E-12     2885.24  1
 9.21000E-04   3.52302E-04   1.10172E-04   7.93283E-05   1.58837E-12     2887.66  1
 9.41000E-04   3.81789E-04   1.10094E-04   8.00162E-05   1.69338E-12     2861.37  1
 9.61000E-04   3.98160E-04   1.09838E-04   8.04726E-05   1.79347E-12     2874.46  1
 9.81000E-04   4.25380E-04   1.09608E-04   8.07766E-05   1.89086E-12     2870.53  1
 1.00100E-03   4.48868E-04   1.09429E-04   8.10776E-05   1.97588E-12     2823.65  1
 1.02100E-03   4.83539E-04   1.09246E-04   8.12811E-05   2.05321E-12     2852.31  1
 1.04100E-03   5.12296E-04   1.09234E-04   8.14099E-05   1.96554E-12     2893.66  0
 1.06100E-03   5.12460E-04   1.06972E-04   8.15052E-05   1.87242E-12     2487.10  0
 1.08100E-03   5.12942E-04   1.02781E-04   8.15988E-05   1.77355E-12     2284.21  0
 1.10100E-03   5.13029E-04   9.80527E-05   8.16411E-05   1.68131E-12     2157.06  0
 1.12100E-03   5.09870E-04   9.31356E-05   8.16538E-05   1.59339E-12     2057.04  0
 1.14100E-03   5.05867E-04   8.79582E-05   8.15990E-05   1.51054E-12     1975.57  0
 1.16100E-03   5.03139E-04   8.29530E-05   8.14624E-05   1.43194E-12     1906.96  0
 1.18100E-03   4.99229E-04   7.78224E-05   8.12349E-05   1.35683E-12     1849.57  0
 1.20100E-03   4.89475E-04   7.27962E-05   8.07782E-05   1.27687E-12     1801.35  0
 1.22100E-03   4.85903E-04   6.80406E-05   8.06343E-05   1.20438E-12     1761.76  0
 1.24100E-03   4.80978E-04   6.34315E-05   8.01733E-05   1.13337E-12     1730.88  0
 1.26100E-03   4.72894E-04   5.92264E-05   7.96389E-05   1.06337E-12     1707.19  0
 1.28100E-03   4.66263E-04   5.56657E-05   7.90555E-05   9.94465E-13     1687.93  0
 1.30100E-03   4.61550E-04   5.28833E-05   7.84589E-05   9.26851E-13     1671.84  0
