# Melt Pool Geometry History
# time(s)  length(m)  depth(m)  width(m)  volume(m3)  Tpeak(K)  laser_on
 2.10000E-05   0.00000E+00   0.00000E+00   0.00000E+00   8.32021E-14      293.00  1
 4.10000E-05   4.31999E-05   1.00354E-04   3.40070E-05   2.26098E-13     1803.64  1
 6.10000E-05   6.94287E-05   1.08649E-04   6.21779E-05   3.45421E-13     2691.21  1
 8.10000E-05   9.11399E-05   1.10623E-04   7.21223E-05   4.71178E-13     3075.39  1
 1.01000E-04   1.12412E-04   1.11647E-04   7.66374E-05   5.98156E-13     3240.11  1
 1.21000E-04   1.33310E-04   1.12349E-04   7.83855E-05   7.28238E-13     3269.81  1
 1.41000E-04   1.53493E-04   1.12503E-04   7.96092E-05   8.49621E-13     3283.64  1
 1.61000E-04   1.70369E-04   1.12632E-04   8.04272E-05   9.79830E-13     3310.95  1
 1.81000E-04   1.90495E-04   1.12653E-04   8.10694E-05   1.10689E-12     3323.92  1
 2.01000E-04   2.10709E-04   1.12445E-04   8.14483E-05   1.21690E-12     3244.50  1
 2.21000E-04   2.31753E-04   1.12302E-04   8.65976E-05   1.32894E-12     3277.02  1
 2.41000E-04   2.51103E-04   1.12605E-04   8.76961E-05   1.43806E-12     3331.33  1
 2.61000E-04   2.70389E-04   1.12724E-04   8.85327E-05   1.55108E-12     3343.53  1
 2.81000E-04   2.89599E-04   1.12759E-04   9.16565E-05   1.51526E-12     3353.12  0
 3.01000E-04   2.91390E-04   1.11201E-04   9.34124E-05   1.47044E-12     2869.48  0
 3.21000E-04   2.91568E-04   1.08517E-04   9.44186E-05   1.42552E-12     2600.10  0
 3.41000E-04   2.91422E-04   1.05424E-04   9.71284E-05   1.37491E-12     2427.71  0
 3.61000E-04   2.91162E-04   1.02823E-04   9.86875E-05   1.32612E-12     2303.18  0
 3.81000E-04   2.90776E-04   9.86889E-05   9.93592E-05   1.27640E-12     2203.92  0
 4.01000E-04   2.89333E-04   9.48473E-05   9.86731E-05   1.20929E-12     2116.03  0
 4.21000E-04   2.92174E-04   9.19226E-05   1.02763E-04   1.16205E-12     2030.70  0
 4.41000E-04   2.92567E-04   8.81400E-05   1.04212E-04   1.10699E-12     1953.61  0
 4.61000E-04   2.92797E-04   8.40953E-05   1.04723E-04   1.04998E-12     1890.27  0
 4.81000E-04   2.92802E-04   8.04596E-05   1.04781E-04   9.92801E-13     1838.88  0
 5.01000E-04   2.92717E-04   7.76057E-05   1.04717E-04   9.36368E-13     1796.11  0
 5.21000E-04   2.92643E-04   7.34928E-05   1.04542E-04   8.79895E-13     1760.65  0
 5.41000E-04   2.92517E-04   6.97635E-05   1.04268E-04   8.23742E-13     1731.16  0
 5.61000E-04   2.92331E-04   6.67050E-05   1.03931E-04   7.67574E-13     1706.97  0
 5.81000E-04   2.92112E-04   6.32670E-05   1.03619E-04   7.11698E-13     1686.72  0
 6.01000E-04   2.88855E-04   5.92514E-05   1.02398E-04   6.38317E-13     1669.42  0
 6.21000E-04   2.91350E-04   5.63180E-05   1.03836E-04   5.84611E-13     1655.36  0
 6.41000E-04   2.90851E-04   5.32418E-05   1.03786E-04   5.32808E-13     1643.92  0
 6.61000E-04   2.83889E-04   4.98708E-05   1.03726E-04   4.83071E-13     1635.13  0
 6.81000E-04   2.76521E-04   4.77144E-05   1.03663E-04   4.35669E-13     1628.65  0
 7.01000E-04   2.70823E-04   4.42306E-05   1.03597E-04   3.90738E-13     1624.49  0
 7.21000E-04   2.62715E-04   4.21319E-05   1.03527E-04   3.48186E-13     1622.87  0
 7.41000E-04   2.56180E-04   3.89924E-05   1.03452E-04   3.08007E-13     1622.34  0
 7.61000E-04   2.51056E-04   3.69365E-05   1.03369E-04   2.70023E-13     1621.59  0
 7.81000E-04   2.43083E-04   3.40797E-05   1.03277E-04   3.12297E-13     1620.63  1
 8.01000E-04   4.19476E-05   1.03493E-04   4.40023E-05   4.40672E-13     1899.32  1
 8.21000E-04   6.99247E-05   1.09224E-04   6.11873E-05   5.35119E-13     2704.87  1
 8.41000E-04   9.20374E-05   1.11379E-04   6.67134E-05   6.37652E-13     3158.17  1
 8.61000E-04   1.12713E-04   1.12391E-04   7.26415E-05   7.40269E-13     3317.36  1
 8.81000E-04   1.32926E-04   1.12816E-04   7.49020E-05   8.41342E-13     3392.72  1
 9.01000E-04   1.53011E-04   1.13004E-04   7.63045E-05   9.49497E-13     3427.72  1
 9.21000E-04   1.72965E-04   1.13132E-04   8.15533E-05   1.06461E-12     3456.07  1
 9.41000E-04   1.92820E-04   1.13246E-04   8.32118E-05   1.18529E-12     3470.20  1
 9.61000E-04   2.12536E-04   1.13406E-04   8.44761E-05   1.30630E-12     3476.18  1
 9.81000E-04   2.32269E-04   1.13585E-04   8.54688E-05   1.42549E-12     3479.97  1
 1.00100E-03   2.51575E-04   1.13571E-04   8.62936E-05   1.55947E-12     3439.73  1
 1.02100E-03   2.72270E-04   1.13734E-04   9.16217E-05   1.68819E-12     3431.88  1
 1.04100E-03   2.91774E-04   1.14000E-04   9.38214E-05   1.81332E-12     3434.62  1
 1.06100E-03   3.10934E-04   1.14274E-04   9.52046E-05   1.94005E-12     3439.78  1
 1.08100E-03   3.30208E-04   1.14342E-04   9.62680E-05   2.06440E-12     3439.66  1
 1.10100E-03   3.49243E-04   1.14306E-04   9.72206E-05   2.18498E-12     3445.22  1
 1.12100E-03   3.68861E-04   1.14204E-04   9.81142E-05   2.30770E-12     3440.02  1
 1.14100E-03   3.88267E-04   1.14058E-04   1.00838E-04   2.42717E-12     3432.10  1
 1.16100E-03   4.06383E-04   1.13870E-04   1.02567E-04   2.54788E-12     3433.01  1
 1.18100E-03   4.23921E-04   1.13684E-04   1.08206E-04   2.66155E-12     3445.93  1
 1.20100E-03   4.42708E-04   1.13520E-04   1.10709E-04   2.76900E-12     3408.86  1
 1.22100E-03   4.64048E-04   1.13286E-04   1.11993E-04   2.87677E-12     3394.78  1
 1.24100E-03   4.83646E-04   1.13150E-04   1.12843E-04   2.97726E-12     3379.59  1
 1.26100E-03   5.03417E-04   1.13116E-04   1.13477E-04   3.07362E-12     3376.12  1
 1.28100E-03   5.23418E-04   1.13004E-04   1.13968E-04   3.16346E-12     3375.60  1
 1.30100E-03   5.43295E-04   1.12905E-04   1.14382E-04   3.09248E-12     3383.03  0
 1.32100E-03   5.45380E-04   1.11760E-04   1.14712E-04   3.01234E-12     2884.98  0
 1.34100E-03   5.46152E-04   1.08879E-04   1.14929E-04   2.92456E-12     2613.86  0
 1.36100E-03   5.46459E-04   1.06608E-04   1.15071E-04   2.83426E-12     2442.58  0
 1.38100E-03   5.46545E-04   1.03383E-04   1.15378E-04   2.74274E-12     2320.32  0
 1.40100E-03   5.45390E-04   9.96489E-05   1.15376E-04   2.63788E-12     2220.21  0
 1.42100E-03   5.46335E-04   9.72058E-05   1.17762E-04   2.54661E-12     2127.23  0
 1.44100E-03   5.45981E-04   9.33113E-05   1.17848E-04   2.45088E-12     2046.55  0
 1.46100E-03   5.45536E-04   8.96609E-05   1.17853E-04   2.35767E-12     1978.41  0
 1.48100E-03   5.44900E-04   8.70117E-05   1.17765E-04   2.26428E-12     1921.22  0
 1.50100E-03   5.38913E-04   8.33238E-05   1.17516E-04   2.17341E-12     1874.02  0
 1.52100E-03   5.31935E-04   7.98123E-05   1.17337E-04   2.08273E-12     1833.90  0
 1.54100E-03   5.24470E-04   7.75735E-05   1.17118E-04   1.99356E-12     1800.40  0
