# Melt Pool Geometry History
# time(s)  length(m)  depth(m)  width(m)  volume(m3)  Tpeak(K)  laser_on
 2.10000E-05   0.00000E+00   0.00000E+00   0.00000E+00   9.68570E-14      293.00  1
 4.10000E-05   4.50880E-05   1.04058E-04   4.12346E-05   2.34330E-13     1972.78  1
 6.10000E-05   7.35011E-05   1.08751E-04   5.42679E-05   3.81442E-13     2606.06  1
 8.10000E-05   1.04485E-04   1.09715E-04   5.92733E-05   5.15583E-13     2859.39  1
 1.01000E-04   1.30609E-04   1.10015E-04   6.01141E-05   6.45229E-13     2908.62  1
 1.21000E-04   1.57593E-04   1.10162E-04   6.09121E-05   7.77135E-13     2906.99  1
 1.41000E-04   1.83158E-04   1.10071E-04   6.13838E-05   8.91535E-13     2957.71  1
 1.61000E-04   2.10834E-04   1.10119E-04   6.16881E-05   1.01220E-12     2925.31  1
 1.81000E-04   2.38460E-04   1.10052E-04   6.18298E-05   1.11684E-12     2932.00  1
 2.01000E-04   2.59728E-04   1.08709E-04   6.19135E-05   1.13015E-12     2772.89  1
 2.21000E-04   2.91000E-04   1.08788E-04   6.65686E-05   1.21785E-12     2754.58  1
 2.41000E-04   3.16856E-04   1.09033E-04   6.74552E-05   1.15668E-12     2794.53  0
 2.61000E-04   3.17643E-04   1.06085E-04   6.80927E-05   1.08696E-12     2425.14  0
 2.81000E-04   3.17822E-04   1.02373E-04   6.86307E-05   1.01578E-12     2250.49  0
 3.01000E-04   3.17866E-04   9.74798E-05   6.90765E-05   9.50695E-13     2141.45  0
 3.21000E-04   3.17799E-04   9.16247E-05   6.93960E-05   8.91962E-13     2061.05  0
 3.41000E-04   3.17624E-04   8.57533E-05   6.95762E-05   8.37757E-13     1995.78  0
 3.61000E-04   3.17344E-04   7.99261E-05   6.95828E-05   7.88777E-13     1939.90  0
 3.81000E-04   3.16964E-04   7.45024E-05   6.93916E-05   7.42894E-13     1891.86  0
 4.01000E-04   3.13429E-04   6.92094E-05   6.70351E-05   6.96584E-13     1849.27  0
 4.21000E-04   3.18285E-04   6.47977E-05   6.67734E-05   6.56214E-13     1797.54  0
 4.41000E-04   3.16935E-04   6.06445E-05   6.69053E-05   6.11405E-13     1752.44  0
 4.61000E-04   3.15634E-04   5.74856E-05   6.67298E-05   5.65443E-13     1717.12  0
 4.81000E-04   3.14505E-04   5.32999E-05   6.63265E-05   5.19308E-13     1689.40  0
 5.01000E-04   3.13648E-04   4.94278E-05   6.58616E-05   4.73656E-13     1667.72  0
 5.21000E-04   3.11003E-04   4.65916E-05   6.53933E-05   4.28846E-13     1650.83  0
 5.41000E-04   3.05516E-04   4.33258E-05   6.49768E-05   3.85736E-13     1638.19  0
 5.61000E-04   3.03054E-04   4.00108E-05   6.47397E-05   3.44468E-13     1629.29  0
 5.81000E-04   2.94571E-04   3.78303E-05   6.46610E-05   3.05696E-13     1624.07  0
 6.01000E-04   2.79927E-04   3.44225E-05   6.24670E-05   2.45766E-13     1622.50  0
 6.21000E-04   2.75971E-04   3.26999E-05   6.54484E-05   2.09491E-13     1621.55  0
 6.41000E-04   2.66839E-04   2.95753E-05   6.50804E-05   1.76190E-13     1620.25  0
 6.61000E-04   2.54503E-04   2.79967E-05   6.47772E-05   1.45767E-13     1618.62  0
 6.81000E-04   2.42814E-04   2.52508E-05   6.44937E-05   1.17989E-13     1616.63  0
