# Melt Pool Geometry History
# time(s)  length(m)  depth(m)  width(m)  volume(m3)  Tpeak(K)  laser_on
 2.10000E-05   0.00000E+00   0.00000E+00   0.00000E+00   7.72863E-14      293.00  1
 4.10000E-05   4.01317E-05   1.03269E-04   4.38487E-05   2.36920E-13     1909.19  1
 6.10000E-05   7.38054E-05   1.09482E-04   5.61134E-05   3.87383E-13     2792.92  1
 8.10000E-05   9.68766E-05   1.10983E-04   6.20218E-05   5.26437E-13     3097.42  1
 1.01000E-04   1.21981E-04   1.11643E-04   6.38150E-05   6.53166E-13     3166.70  1
 1.21000E-04   1.45380E-04   1.11825E-04   6.48460E-05   7.72015E-13     3183.20  1
 1.41000E-04   1.68594E-04   1.11872E-04   6.53175E-05   8.86684E-13     3244.37  1
 1.61000E-04   1.91527E-04   1.11878E-04   6.57243E-05   9.96087E-13     3265.87  1
 1.81000E-04   2.14524E-04   1.11859E-04   6.59872E-05   1.10163E-12     3274.56  1
 2.01000E-04   2.34909E-04   1.10370E-04   6.61657E-05   1.18264E-12     3127.14  1
 2.21000E-04   2.59277E-04   1.10366E-04   7.66326E-05   1.29654E-12     3084.20  1
 2.41000E-04   2.82516E-04   1.10832E-04   7.99400E-05   1.41579E-12     3085.07  1
 2.61000E-04   3.05172E-04   1.10949E-04   8.13475E-05   1.52439E-12     3066.37  1
 2.81000E-04   3.27911E-04   1.10826E-04   8.22886E-05   1.47560E-12     3092.73  0
 3.01000E-04   3.30493E-04   1.08373E-04   8.29972E-05   1.41609E-12     2677.55  0
 3.21000E-04   3.31041E-04   1.04781E-04   8.35279E-05   1.35475E-12     2444.05  0
 3.41000E-04   3.30498E-04   1.01213E-04   8.39066E-05   1.28953E-12     2276.06  0
 3.61000E-04   3.29645E-04   9.75657E-05   8.41313E-05   1.22458E-12     2154.47  0
 3.81000E-04   3.28694E-04   9.28523E-05   8.42029E-05   1.16073E-12     2058.10  0
 4.01000E-04   3.26630E-04   8.81026E-05   8.38202E-05   1.09499E-12     1981.81  0
 4.21000E-04   3.31872E-04   8.34654E-05   8.39877E-05   1.03812E-12     1920.06  0
 4.41000E-04   3.32174E-04   7.88452E-05   8.36380E-05   9.83109E-13     1868.43  0
 4.61000E-04   3.32133E-04   7.44694E-05   8.31143E-05   9.29534E-13     1825.71  0
 4.81000E-04   3.31971E-04   7.02701E-05   8.24498E-05   8.77102E-13     1789.41  0
 5.01000E-04   3.31812E-04   6.67240E-05   8.16692E-05   8.25272E-13     1758.77  0
 5.21000E-04   3.31778E-04   6.29976E-05   8.07910E-05   7.73593E-13     1732.03  0
 5.41000E-04   3.31713E-04   5.89470E-05   7.98521E-05   7.22061E-13     1709.33  0
 5.61000E-04   3.31618E-04   5.57608E-05   7.88881E-05   6.69828E-13     1689.62  0
 5.81000E-04   3.31497E-04   5.30286E-05   7.79330E-05   6.17826E-13     1672.44  0
 6.01000E-04   3.24153E-04   4.93842E-05   7.56801E-05   5.31271E-13     1657.73  0
 6.21000E-04   3.26268E-04   4.74501E-05   8.18096E-05   4.80681E-13     1645.07  0
 6.41000E-04   3.16407E-04   4.40231E-05   8.21162E-05   4.32007E-13     1634.87  0
 6.61000E-04   3.08362E-04   4.18160E-05   8.23160E-05   3.85362E-13     1627.59  0
 6.81000E-04   2.96409E-04   3.89718E-05   8.24430E-05   3.41669E-13     1623.50  0
 7.01000E-04   2.86518E-04   3.70033E-05   8.25161E-05   3.00201E-13     1622.49  0
 7.21000E-04   2.82783E-04   3.41308E-05   8.25487E-05   2.60933E-13     1621.59  0
 7.41000E-04   2.75834E-04   3.25586E-05   8.25481E-05   2.24391E-13     1620.37  0
 7.61000E-04   2.68011E-04   2.94758E-05   8.25138E-05   1.90204E-13     1618.85  0
 7.81000E-04   2.52203E-04   2.79451E-05   8.24402E-05   2.32495E-13     1617.03  1
 8.01000E-04   4.15196E-05   1.01196E-04   3.73824E-05   3.53982E-13     1809.23  1
 8.21000E-04   7.46073E-05   1.08597E-04   5.90970E-05   4.46602E-13     2574.54  1
 8.41000E-04   9.71776E-05   1.09901E-04   6.48061E-05   5.51682E-13     2946.74  1
 8.61000E-04   1.21293E-04   1.10598E-04   6.63623E-05   6.54684E-13     3030.94  1
 8.81000E-04   1.48116E-04   1.10757E-04   6.72924E-05   7.56494E-13     3077.31  1
 9.01000E-04   1.68443E-04   1.10999E-04   6.82921E-05   8.59776E-13     3107.19  1
 9.21000E-04   1.91724E-04   1.11088E-04   6.92407E-05   9.74912E-13     3111.92  1
 9.41000E-04   2.18878E-04   1.11035E-04   7.58690E-05   1.09255E-12     3124.27  1
 9.61000E-04   2.39208E-04   1.11221E-04   7.83412E-05   1.22016E-12     3136.60  1
 9.81000E-04   2.61299E-04   1.11344E-04   7.96798E-05   1.34072E-12     3169.29  1
 1.00100E-03   2.83697E-04   1.11300E-04   8.05085E-05   1.45676E-12     3127.71  1
 1.02100E-03   3.10563E-04   1.11349E-04   8.11897E-05   1.57058E-12     3155.46  1
 1.04100E-03   3.30136E-04   1.11592E-04   8.18495E-05   1.67947E-12     3156.49  1
 1.06100E-03   3.52424E-04   1.11613E-04   8.23586E-05   1.78708E-12     3135.70  1
 1.08100E-03   3.78573E-04   1.11530E-04   8.27772E-05   1.88754E-12     3145.95  1
 1.10100E-03   3.98288E-04   1.11613E-04   8.31206E-05   1.98589E-12     3142.22  1
 1.12100E-03   4.19945E-04   1.11616E-04   8.33564E-05   2.08122E-12     3165.79  1
 1.14100E-03   4.43276E-04   1.11523E-04   8.35691E-05   2.16791E-12     3147.42  1
 1.16100E-03   4.67435E-04   1.11465E-04   8.37986E-05   2.25781E-12     3155.67  1
 1.18100E-03   4.88075E-04   1.11479E-04   8.40493E-05   2.33566E-12     3143.58  1
 1.20100E-03   5.10583E-04   1.11330E-04   8.43004E-05   2.40652E-12     3119.34  1
 1.22100E-03   5.37233E-04   1.11120E-04   8.45207E-05   2.47435E-12     3141.81  1
 1.24100E-03   5.57274E-04   1.11248E-04   8.47449E-05   2.54147E-12     3142.53  1
 1.26100E-03   5.79709E-04   1.11174E-04   8.48802E-05   2.60425E-12     3116.10  1
 1.28100E-03   6.05222E-04   1.10989E-04   8.50182E-05   2.65751E-12     3125.00  1
 1.30100E-03   6.24155E-04   1.10972E-04   8.51423E-05   2.71732E-12     3134.09  1
 1.32100E-03   6.39653E-04   1.11018E-04   8.52408E-05   2.62071E-12     3163.69  0
 1.34100E-03   6.38622E-04   1.08462E-04   8.52619E-05   2.51670E-12     2763.29  0
 1.36100E-03   6.34295E-04   1.04899E-04   8.52303E-05   2.40651E-12     2518.99  0
 1.38100E-03   6.30161E-04   1.01782E-04   8.51973E-05   2.29478E-12     2336.30  0
 1.40100E-03   6.25646E-04   9.77317E-05   8.43497E-05   2.17477E-12     2197.04  0
 1.42100E-03   6.22590E-04   9.31748E-05   8.54180E-05   2.07161E-12     2074.28  0
 1.44100E-03   6.17911E-04   8.87585E-05   8.68902E-05   1.95949E-12     1976.28  0
 1.46100E-03   6.13615E-04   8.43421E-05   8.72283E-05   1.84755E-12     1898.78  0
 1.48100E-03   6.07678E-04   8.03102E-05   8.72012E-05   1.73677E-12     1841.38  0
 1.50100E-03   6.03162E-04   7.65384E-05   8.69894E-05   1.62839E-12     1796.01  0
 1.52100E-03   5.96600E-04   7.27446E-05   8.66589E-05   1.52298E-12     1759.56  0
 1.54100E-03   5.92265E-04   6.84163E-05   8.62487E-05   1.41988E-12     1729.81  0
 1.56100E-03   5.84972E-04   6.43330E-05   8.57901E-05   1.31926E-12     1705.33  0
 1.58100E-03   5.81102E-04   6.09384E-05   8.53260E-05   1.22087E-12     1684.78  0
 1.60100E-03   5.71692E-04   5.66418E-05   8.10281E-05   1.05910E-12     1667.33  0
 1.62100E-03   5.64418E-04   5.35036E-05   9.13168E-05   9.60178E-13     1652.27  0
 1.64100E-03   5.56238E-04   5.03442E-05   9.16672E-05   8.67546E-13     1640.26  0
 1.66100E-03   5.48235E-04   4.80367E-05   9.19148E-05   7.80555E-13     1631.28  0
 1.68100E-03   5.39432E-04   4.47803E-05   9.20900E-05   6.98844E-13     1625.44  0
 1.70100E-03   5.29578E-04   4.28554E-05   9.22083E-05   6.22330E-13     1622.93  0
 1.72100E-03   5.18894E-04   3.96979E-05   9.22719E-05   5.50223E-13     1622.30  0
 1.74100E-03   5.07755E-04   3.78978E-05   9.23015E-05   4.82936E-13     1621.41  0
