# Melt Pool Geometry History
# time(s)  length(m)  depth(m)  width(m)  volume(m3)  Tpeak(K)  laser_on
 2.10000E-05   0.00000E+00   0.00000E+00   0.00000E+00   7.60211E-14      293.00  1
 4.10000E-05   4.70883E-05   1.01314E-04   3.47045E-05   2.25822E-13     1816.51  1
 6.10000E-05   7.29377E-05   1.07931E-04   5.88156E-05   3.49358E-13     2552.08  1
 8.10000E-05   1.00304E-04   1.08758E-04   6.41166E-05   4.71003E-13     2815.59  1
 1.01000E-04   1.26480E-04   1.09126E-04   6.64682E-05   5.89850E-13     2945.22  1
 1.21000E-04   1.52446E-04   1.09254E-04   6.75256E-05   6.98196E-13     3004.11  1
 1.41000E-04   1.76761E-04   1.09367E-04   6.83214E-05   8.00392E-13     2961.09  1
 1.61000E-04   2.01588E-04   1.09481E-04   6.88184E-05   9.08033E-13     3001.80  1
 1.81000E-04   2.26880E-04   1.09328E-04   6.91084E-05   8.79106E-13     3029.67  0
 2.01000E-04   2.28203E-04   1.06520E-04   6.94412E-05   8.64773E-13     2744.12  0
 2.21000E-04   2.32408E-04   1.03103E-04   7.65954E-05   8.28764E-13     2394.76  0
 2.41000E-04   2.33340E-04   9.87520E-05   7.89255E-05   7.83826E-13     2193.40  0
 2.61000E-04   2.33535E-04   9.42850E-05   7.95712E-05   7.38949E-13     2058.54  0
 2.81000E-04   2.33484E-04   8.93534E-05   7.96668E-05   6.95792E-13     1961.44  0
 3.01000E-04   2.33342E-04   8.43963E-05   7.95070E-05   6.55521E-13     1890.26  0
 3.21000E-04   2.33159E-04   7.92358E-05   7.91909E-05   6.17221E-13     1835.24  0
 3.41000E-04   2.32914E-04   7.40882E-05   7.87340E-05   5.80250E-13     1790.81  0
 3.61000E-04   2.32668E-04   6.91364E-05   7.81641E-05   5.44107E-13     1754.53  0
 3.81000E-04   2.32559E-04   6.42862E-05   7.75084E-05   5.08479E-13     1724.63  0
 4.01000E-04   2.32486E-04   5.96447E-05   7.68051E-05   4.72486E-13     1700.24  0
 4.21000E-04   2.32387E-04   5.55234E-05   7.60746E-05   4.36410E-13     1679.62  0
 4.41000E-04   2.32272E-04   5.21549E-05   7.53851E-05   4.00120E-13     1662.43  0
 4.61000E-04   2.32138E-04   4.82019E-05   7.48483E-05   3.64336E-13     1648.45  0
 4.81000E-04   2.31986E-04   4.44973E-05   7.45507E-05   3.29102E-13     1637.49  0
 5.01000E-04   2.31808E-04   4.17214E-05   7.44661E-05   2.94816E-13     1629.50  0
 5.21000E-04   2.31599E-04   3.85420E-05   7.43893E-05   2.61987E-13     1624.44  0
 5.41000E-04   2.31339E-04   3.55268E-05   7.43112E-05   2.30391E-13     1622.73  0
 5.61000E-04   2.31017E-04   3.32485E-05   7.42279E-05   2.00469E-13     1621.95  0
 5.81000E-04   2.30064E-04   3.02978E-05   7.41338E-05   1.72056E-13     1620.86  0
 6.01000E-04   2.17430E-04   2.80842E-05   7.02945E-05   1.29796E-13     1619.25  0
 6.21000E-04   2.08185E-04   2.53226E-05   7.54545E-05   1.03695E-13     1617.38  0
 6.41000E-04   1.86034E-04   2.35006E-05   7.47958E-05   8.05684E-14     1615.06  0
 6.61000E-04   1.67357E-04   2.13863E-05   7.42426E-05   6.03994E-14     1612.36  0
 6.81000E-04   1.50917E-04   1.90900E-05   7.36894E-05   1.20594E-13     1609.15  1
 7.01000E-04   4.40498E-05   1.03514E-04   4.47728E-05   2.59453E-13     1849.94  1
 7.21000E-04   7.34252E-05   1.08644E-04   6.03302E-05   3.93110E-13     2611.66  1
 7.41000E-04   1.01654E-04   1.09853E-04   6.76116E-05   5.20912E-13     2910.83  1
 7.61000E-04   1.24736E-04   1.10414E-04   7.00927E-05   6.61854E-13     2965.37  1
 7.81000E-04   1.51637E-04   1.10703E-04   7.15070E-05   7.87460E-13     2988.81  1
 8.01000E-04   1.73057E-04   1.10318E-04   7.31999E-05   9.43849E-13     2937.64  1
 8.21000E-04   2.01619E-04   1.10837E-04   7.85993E-05   1.08044E-12     2962.69  1
 8.41000E-04   2.22755E-04   1.11357E-04   8.10739E-05   1.21123E-12     3008.47  1
 8.61000E-04   2.50003E-04   1.11353E-04   8.24520E-05   1.34121E-12     3001.84  1
 8.81000E-04   2.70898E-04   1.11574E-04   8.35661E-05   1.46556E-12     3016.56  1
 9.01000E-04   2.98369E-04   1.11427E-04   8.45148E-05   1.58484E-12     3005.20  1
 9.21000E-04   3.19068E-04   1.11443E-04   8.53931E-05   1.69493E-12     3020.59  1
 9.41000E-04   3.46994E-04   1.11173E-04   8.61984E-05   1.80131E-12     3001.94  1
 9.61000E-04   3.67493E-04   1.11011E-04   9.00724E-05   1.90770E-12     3009.36  1
 9.81000E-04   3.93086E-04   1.10724E-04   9.19257E-05   2.00522E-12     2979.52  1
 1.00100E-03   4.15609E-04   1.10439E-04   9.28371E-05   2.10158E-12     2979.30  1
 1.02100E-03   4.45246E-04   1.10225E-04   9.33346E-05   2.18869E-12     2930.25  1
