# Melt Pool Geometry History
# time(s)  length(m)  depth(m)  width(m)  volume(m3)  Tpeak(K)  laser_on
 2.10000E-05   0.00000E+00   0.00000E+00   0.00000E+00   7.43498E-14      293.00  1
 4.10000E-05   3.76318E-05   1.02750E-04   4.25157E-05   2.26343E-13     1855.42  1
 6.10000E-05   7.29634E-05   1.08072E-04   5.27393E-05   3.65119E-13     2470.73  1
 8.10000E-05   1.03802E-04   1.08815E-04   5.75901E-05   4.86057E-13     2598.78  1
 1.01000E-04   1.29006E-04   1.08891E-04   5.95146E-05   6.15016E-13     2765.53  1
 1.21000E-04   1.61225E-04   1.08995E-04   6.01591E-05   7.31993E-13     2715.90  1
 1.41000E-04   1.87615E-04   1.08887E-04   6.05795E-05   8.44931E-13     2774.15  1
 1.61000E-04   2.16979E-04   1.09012E-04   6.07370E-05   9.49065E-13     2790.79  1
 1.81000E-04   2.44689E-04   1.08864E-04   6.10511E-05   1.05009E-12     2780.76  1
 2.01000E-04   2.70882E-04   1.08841E-04   6.10160E-05   9.61188E-13     2767.22  0
 2.21000E-04   2.74007E-04   1.04853E-04   6.69497E-05   9.07000E-13     2334.82  0
 2.41000E-04   2.74810E-04   9.95434E-05   6.87001E-05   8.44881E-13     2132.57  0
 2.61000E-04   2.74849E-04   9.39093E-05   6.92266E-05   7.83768E-13     2010.66  0
 2.81000E-04   2.74643E-04   8.82601E-05   6.93358E-05   7.27862E-13     1927.05  0
 3.01000E-04   2.74339E-04   8.26397E-05   6.91988E-05   6.77293E-13     1863.95  0
 3.21000E-04   2.73968E-04   7.58704E-05   6.88842E-05   6.30425E-13     1813.37  0
 3.41000E-04   2.73557E-04   6.94684E-05   6.84357E-05   5.86125E-13     1771.68  0
 3.61000E-04   2.73092E-04   6.38122E-05   6.78673E-05   5.43668E-13     1738.12  0
 3.81000E-04   2.72630E-04   5.85537E-05   6.72022E-05   5.02268E-13     1709.85  0
 4.01000E-04   2.65110E-04   5.36571E-05   6.36468E-05   4.23079E-13     1686.06  0
 4.21000E-04   2.67510E-04   4.95969E-05   7.13888E-05   3.81538E-13     1663.66  0
 4.41000E-04   2.65138E-04   4.61812E-05   7.17467E-05   3.41216E-13     1645.28  0
 4.61000E-04   2.63619E-04   4.29837E-05   7.19761E-05   3.02465E-13     1632.67  0
 4.81000E-04   2.56633E-04   3.93121E-05   7.21237E-05   2.66193E-13     1625.09  0
 5.01000E-04   2.49135E-04   3.69764E-05   7.22208E-05   2.32285E-13     1622.57  0
 5.21000E-04   2.42266E-04   3.37792E-05   7.22813E-05   2.00792E-13     1621.45  0
 5.41000E-04   2.33186E-04   3.12585E-05   7.23131E-05   1.71307E-13     1619.97  0
 5.61000E-04   2.24509E-04   2.86567E-05   7.23195E-05   1.43747E-13     1618.16  0
 5.81000E-04   2.16787E-04   2.62617E-05   7.22978E-05   1.18145E-13     1616.02  0
 6.01000E-04   2.06093E-04   2.37332E-05   6.55953E-05   8.28410E-14     1613.41  0
 6.21000E-04   1.95046E-04   2.18598E-05   7.27908E-05   6.07939E-14     1610.60  0
 6.41000E-04   1.75257E-04   1.91999E-05   7.23854E-05   4.23740E-14     1607.38  0
 6.61000E-04   1.55980E-04   1.77806E-05   7.18941E-05   2.74562E-14     1603.71  0
 6.81000E-04   1.36502E-04   1.48678E-05   6.73690E-05   1.55608E-14     1599.32  0
 7.01000E-04   1.15601E-04   1.32224E-05   6.36010E-05   8.26929E-14     1594.22  1
 7.21000E-04   4.90228E-05   1.02971E-04   4.27865E-05   2.30422E-13     1826.01  1
 7.41000E-04   7.90524E-05   1.08157E-04   5.74619E-05   3.64597E-13     2510.47  1
 7.61000E-04   1.06202E-04   1.08633E-04   6.16356E-05   4.96365E-13     2707.27  1
 7.81000E-04   1.34196E-04   1.08827E-04   6.29633E-05   6.21776E-13     2748.31  1
 8.01000E-04   1.61679E-04   1.08268E-04   6.34572E-05   7.30384E-13     2658.16  1
 8.21000E-04   1.93362E-04   1.08595E-04   6.71519E-05   8.43354E-13     2674.21  1
 8.41000E-04   2.23232E-04   1.08724E-04   6.88756E-05   9.56643E-13     2734.26  1
 8.61000E-04   2.53407E-04   1.08874E-04   6.98823E-05   1.06255E-12     2759.26  1
 8.81000E-04   2.82866E-04   1.08999E-04   7.06299E-05   1.16561E-12     2777.65  1
 9.01000E-04   3.12852E-04   1.09074E-04   7.10211E-05   1.26603E-12     2779.97  1
 9.21000E-04   3.42420E-04   1.09074E-04   7.13241E-05   1.36519E-12     2781.01  1
 9.41000E-04   3.72295E-04   1.09012E-04   7.15822E-05   1.45210E-12     2780.41  1
 9.61000E-04   4.01978E-04   1.08993E-04   7.18022E-05   1.53588E-12     2813.36  1
 9.81000E-04   4.31676E-04   1.08980E-04   7.21341E-05   1.61446E-12     2828.76  1
 1.00100E-03   4.43342E-04   1.08747E-04   7.24148E-05   1.68740E-12     2782.47  1
 1.02100E-03   4.74871E-04   1.08809E-04   7.26814E-05   1.75835E-12     2740.54  1
 1.04100E-03   5.03558E-04   1.08703E-04   7.29398E-05   1.82635E-12     2721.50  1
 1.06100E-03   5.31697E-04   1.08631E-04   7.31465E-05   1.88957E-12     2723.35  1
 1.08100E-03   5.50263E-04   1.08617E-04   7.34186E-05   1.94974E-12     2715.49  1
 1.10100E-03   5.75969E-04   1.08577E-04   7.35484E-05   1.85085E-12     2695.00  0
 1.12100E-03   5.73943E-04   1.04767E-04   7.35833E-05   1.74431E-12     2336.67  0
 1.14100E-03   5.67753E-04   1.00336E-04   7.35596E-05   1.64136E-12     2182.02  0
 1.16100E-03   5.64838E-04   9.49287E-05   7.34781E-05   1.54348E-12     2081.47  0
 1.18100E-03   5.58175E-04   8.94270E-05   7.32875E-05   1.45179E-12     2002.26  0
 1.20100E-03   5.53149E-04   8.36004E-05   7.23267E-05   1.35831E-12     1936.02  0
 1.22100E-03   5.48656E-04   7.80760E-05   7.20933E-05   1.27672E-12     1877.66  0
 1.24100E-03   5.43055E-04   7.27222E-05   7.15832E-05   1.19836E-12     1828.25  0
 1.26100E-03   5.36029E-04   6.75368E-05   7.09796E-05   1.12295E-12     1787.93  0
 1.28100E-03   5.31868E-04   6.26401E-05   7.02736E-05   1.04942E-12     1753.85  0
 1.30100E-03   5.24080E-04   5.80987E-05   6.95109E-05   9.77588E-13     1725.52  0
 1.32100E-03   5.17913E-04   5.39062E-05   6.87084E-05   9.07213E-13     1701.39  0
 1.34100E-03   5.12263E-04   5.04967E-05   6.78995E-05   8.38217E-13     1681.25  0
 1.36100E-03   5.04111E-04   4.78539E-05   6.71180E-05   7.70620E-13     1664.10  0
 1.38100E-03   4.96909E-04   4.42802E-05   6.64943E-05   7.03831E-13     1650.05  0
 1.40100E-03   4.91253E-04   4.18317E-05   6.37846E-05   5.76565E-13     1638.74  0
 1.42100E-03   4.82073E-04   3.88834E-05   7.18469E-05   5.02462E-13     1629.86  0
 1.44100E-03   4.72678E-04   3.68698E-05   7.21122E-05   4.35618E-13     1624.17  0
 1.46100E-03   4.63013E-04   3.40969E-05   7.22961E-05   3.74419E-13     1622.53  0
 1.48100E-03   4.49006E-04   3.25829E-05   7.24136E-05   3.18921E-13     1621.49  0
 1.50100E-03   4.29752E-04   2.95723E-05   7.24730E-05   2.68255E-13     1620.05  0
 1.52100E-03   4.10974E-04   2.80701E-05   7.24828E-05   2.22297E-13     1618.22  0
 1.54100E-03   3.91635E-04   2.55049E-05   7.24230E-05   1.80623E-13     1616.03  0
 1.56100E-03   3.69734E-04   2.37045E-05   7.23131E-05   1.43245E-13     1613.50  0
 1.58100E-03   3.46294E-04   2.21023E-05   7.21485E-05   1.10032E-13     1610.61  0
 1.60100E-03   3.20533E-04   1.93034E-05   6.48189E-05   1.48335E-13     1606.64  1
 1.62100E-03   4.05216E-05   1.02772E-04   4.42539E-05   2.88768E-13     1906.18  1
 1.64100E-03   7.52140E-05   1.08022E-04   5.66524E-05   3.99451E-13     2510.25  1
 1.66100E-03   1.04665E-04   1.08270E-04   6.15871E-05   5.10092E-13     2622.54  1
 1.68100E-03   1.29898E-04   1.08491E-04   6.27100E-05   6.24816E-13     2697.05  1
 1.70100E-03   1.57762E-04   1.08634E-04   6.34157E-05   7.37255E-13     2660.48  1
 1.72100E-03   1.86737E-04   1.08744E-04   6.41208E-05   8.52639E-13     2675.90  1
 1.74100E-03   2.15842E-04   1.08830E-04   6.45823E-05   9.67217E-13     2663.73  1
 1.76100E-03   2.45544E-04   1.08892E-04   6.49511E-05   1.07195E-12     2676.75  1
 1.78100E-03   2.74926E-04   1.08933E-04   6.53319E-05   1.17320E-12     2696.21  1
 1.80100E-03   3.00452E-04   1.08909E-04   6.56148E-05   1.27311E-12     2678.46  1
 1.82100E-03   3.31307E-04   1.09123E-04   6.59243E-05   1.36589E-12     2671.81  1
 1.84100E-03   3.58716E-04   1.09268E-04   6.61802E-05   1.45640E-12     2693.59  1
 1.86100E-03   3.85328E-04   1.09311E-04   6.64300E-05   1.54871E-12     2688.46  1
 1.88100E-03   4.13283E-04   1.09371E-04   6.66570E-05   1.62937E-12     2686.06  1
 1.90100E-03   4.42494E-04   1.09406E-04   6.68739E-05   1.71249E-12     2695.06  1
 1.92100E-03   4.72007E-04   1.09392E-04   6.70627E-05   1.79406E-12     2692.69  1
 1.94100E-03   5.01711E-04   1.09398E-04   6.72733E-05   1.86763E-12     2699.33  1
 1.96100E-03   5.31570E-04   1.09449E-04   6.74499E-05   1.93572E-12     2727.25  1
 1.98100E-03   5.56874E-04   1.09475E-04   6.77372E-05   2.00360E-12     2748.17  1
 2.00100E-03   5.81113E-04   1.09321E-04   6.78866E-05   2.06584E-12     2677.47  1
 2.02100E-03   6.14825E-04   1.09473E-04   6.79991E-05   2.12319E-12     2689.21  1
 2.04100E-03   6.40691E-04   1.09475E-04   6.81367E-05   2.17795E-12     2710.75  1
 2.06100E-03   6.60670E-04   1.09376E-04   6.82997E-05   2.22894E-12     2745.89  1
 2.08100E-03   6.83933E-04   1.09297E-04   6.84757E-05   2.27340E-12     2690.87  1
 2.10100E-03   7.06231E-04   1.09185E-04   6.86120E-05   2.32962E-12     2695.09  1
 2.12100E-03   7.31530E-04   1.09021E-04   6.97186E-05   2.38147E-12     2688.57  1
 2.14100E-03   7.55253E-04   1.08832E-04   7.07853E-05   2.42005E-12     2694.63  1
 2.16100E-03   7.80150E-04   1.08716E-04   7.12321E-05   2.45455E-12     2717.08  1
 2.18100E-03   7.97582E-04   1.08664E-04   7.15294E-05   2.48764E-12     2722.41  1
 2.20100E-03   8.20200E-04   1.08522E-04   6.98732E-05   2.36411E-12     2633.11  0
 2.22100E-03   8.14962E-04   1.04971E-04   7.24745E-05   2.22581E-12     2288.08  0
 2.24100E-03   8.11306E-04   1.00741E-04   7.47340E-05   2.07927E-12     2115.87  0
 2.26100E-03   8.02258E-04   9.55665E-05   7.66959E-05   1.93686E-12     2008.43  0
 2.28100E-03   7.96097E-04   9.01471E-05   7.70036E-05   1.80183E-12     1930.24  0
 2.30100E-03   7.88033E-04   8.46742E-05   7.71180E-05   1.67392E-12     1870.06  0
 2.32100E-03   7.78480E-04   7.90158E-05   7.70666E-05   1.55293E-12     1822.12  0
 2.34100E-03   7.69881E-04   7.36162E-05   7.68884E-05   1.43782E-12     1782.12  0
 2.36100E-03   7.62460E-04   6.83077E-05   7.66113E-05   1.32802E-12     1749.03  0
 2.38100E-03   7.52121E-04   6.33870E-05   7.62713E-05   1.22330E-12     1721.30  0
 2.40100E-03   7.36191E-04   5.74562E-05   7.14849E-05   1.03538E-12     1697.66  0
 2.42100E-03   7.29671E-04   5.34605E-05   8.11739E-05   9.26841E-13     1673.58  0
 2.44100E-03   7.14260E-04   4.96953E-05   8.15108E-05   8.25224E-13     1654.24  0
 2.46100E-03   6.97315E-04   4.71914E-05   8.17330E-05   7.30553E-13     1639.56  0
 2.48100E-03   6.77488E-04   4.36058E-05   8.18813E-05   6.42939E-13     1629.71  0
 2.50100E-03   6.55709E-04   4.07956E-05   8.19791E-05   5.61858E-13     1624.19  0
 2.52100E-03   6.34753E-04   3.83590E-05   8.20372E-05   4.87244E-13     1622.58  0
 2.54100E-03   6.10724E-04   3.56222E-05   8.20642E-05   4.18557E-13     1621.64  0
 2.56100E-03   5.86302E-04   3.34267E-05   8.20545E-05   3.55819E-13     1620.38  0
 2.58100E-03   5.58358E-04   3.09469E-05   8.20132E-05   2.98183E-13     1618.83  0
 2.60100E-03   5.26722E-04   2.83900E-05   7.51899E-05   2.23706E-13     1616.56  0
 2.62100E-03   4.98138E-04   2.60229E-05   8.22939E-05   1.73501E-13     1614.39  0
 2.64100E-03   4.63160E-04   2.38501E-05   8.15818E-05   1.31440E-13     1611.91  0
 2.66100E-03   4.24329E-04   2.23629E-05   7.92039E-05   9.58093E-14     1609.08  0
 2.68100E-03   3.88602E-04   1.95034E-05   7.08987E-05   6.58551E-14     1605.83  0
 2.70100E-03   3.50142E-04   1.80402E-05   6.62361E-05   1.26265E-13     1602.13  1
 2.72100E-03   4.29081E-05   1.03789E-04   4.13148E-05   2.57626E-13     1870.93  1
 2.74100E-03   7.61815E-05   1.08268E-04   5.85997E-05   3.80268E-13     2557.62  1
 2.76100E-03   1.07554E-04   1.08833E-04   6.24191E-05   5.02744E-13     2763.93  1
 2.78100E-03   1.37432E-04   1.08881E-04   6.39624E-05   6.25687E-13     2808.70  1
 2.80100E-03   1.63657E-04   1.08376E-04   6.43391E-05   7.38859E-13     2736.65  1
 2.82100E-03   1.94516E-04   1.08713E-04   6.88533E-05   8.63194E-13     2759.09  1
 2.84100E-03   2.23676E-04   1.08845E-04   7.04571E-05   9.73978E-13     2772.55  1
 2.86100E-03   2.53230E-04   1.08882E-04   7.12062E-05   1.08345E-12     2780.45  1
 2.88100E-03   2.82762E-04   1.09043E-04   7.17204E-05   1.19206E-12     2771.51  1
 2.90100E-03   3.12700E-04   1.09180E-04   7.20829E-05   1.28999E-12     2772.16  1
 2.92100E-03   3.42166E-04   1.09272E-04   7.22798E-05   1.38902E-12     2784.30  1
 2.94100E-03   3.72188E-04   1.09314E-04   7.23687E-05   1.48634E-12     2770.71  1
 2.96100E-03   4.01791E-04   1.09315E-04   7.24992E-05   1.57716E-12     2777.28  1
 2.98100E-03   4.31527E-04   1.09373E-04   7.27550E-05   1.66197E-12     2779.58  1
 3.00100E-03   4.53250E-04   1.09358E-04   7.29061E-05   1.74582E-12     2779.19  1
 3.02100E-03   4.82838E-04   1.09446E-04   7.30724E-05   1.82510E-12     2786.63  1
 3.04100E-03   5.07121E-04   1.09595E-04   7.32500E-05   1.90268E-12     2798.94  1
 3.06100E-03   5.19559E-04   1.09606E-04   7.34368E-05   1.97939E-12     2791.81  1
 3.08100E-03   5.45434E-04   1.09628E-04   7.36569E-05   2.05053E-12     2780.56  1
 3.10100E-03   5.67570E-04   1.09638E-04   7.38957E-05   2.12160E-12     2752.43  1
 3.12100E-03   5.94081E-04   1.09619E-04   7.40833E-05   2.19432E-12     2750.59  1
 3.14100E-03   6.17534E-04   1.09655E-04   7.42202E-05   2.25582E-12     2764.77  1
 3.16100E-03   6.43709E-04   1.09697E-04   7.42837E-05   2.31575E-12     2792.61  1
 3.18100E-03   6.67058E-04   1.09720E-04   7.43703E-05   2.37600E-12     2795.85  1
 3.20100E-03   6.89533E-04   1.09584E-04   7.43918E-05   2.42933E-12     2763.49  1
 3.22100E-03   7.14818E-04   1.09733E-04   7.43535E-05   2.47961E-12     2786.48  1
 3.24100E-03   7.37370E-04   1.09791E-04   7.42775E-05   2.52652E-12     2824.85  1
 3.26100E-03   7.63179E-04   1.09736E-04   7.41965E-05   2.57110E-12     2826.12  1
 3.28100E-03   7.86535E-04   1.09703E-04   7.42272E-05   2.60922E-12     2821.01  1
 3.30100E-03   8.12206E-04   1.09651E-04   7.44223E-05   2.64805E-12     2816.46  1
 3.32100E-03   8.34795E-04   1.09570E-04   7.46086E-05   2.68963E-12     2803.39  1
 3.34100E-03   8.61105E-04   1.09501E-04   7.57399E-05   2.72551E-12     2793.55  1
 3.36100E-03   8.82899E-04   1.09424E-04   7.65201E-05   2.75697E-12     2803.30  1
 3.38100E-03   9.05483E-04   1.09321E-04   7.69627E-05   2.78613E-12     2827.78  1
 3.40100E-03   9.13702E-04   1.09022E-04   7.73873E-05   2.81527E-12     2777.07  1
 3.42100E-03   9.38077E-04   1.09044E-04   7.76381E-05   2.83405E-12     2754.94  1
 3.44100E-03   9.59142E-04   1.08906E-04   7.77961E-05   2.85099E-12     2758.10  1
 3.46100E-03   9.79939E-04   1.08791E-04   7.78912E-05   2.86508E-12     2753.85  1
 3.48100E-03   1.00435E-03   1.08726E-04   7.79538E-05   2.87318E-12     2743.27  1
 3.50099E-03   1.02281E-03   1.08680E-04   7.79916E-05   2.72443E-12     2732.39  0
 3.52099E-03   1.01208E-03   1.05111E-04   7.79614E-05   2.56374E-12     2363.38  0
