# Melt Pool Geometry History
# time(s)  length(m)  depth(m)  width(m)  volume(m3)  Tpeak(K)  laser_on
 2.10000E-05   0.00000E+00   0.00000E+00   0.00000E+00   8.14942E-14      293.00  1
 4.10000E-05   3.84442E-05   1.00889E-04   3.84246E-05   2.34990E-13     1827.83  1
 6.10000E-05   7.31563E-05   1.08385E-04   5.77755E-05   3.58173E-13     2576.98  1
 8.10000E-05   9.65148E-05   1.09443E-04   6.30373E-05   4.80817E-13     2892.82  1
 1.01000E-04   1.23659E-04   1.09879E-04   6.47686E-05   5.94422E-13     2934.65  1
 1.21000E-04   1.48466E-04   1.10075E-04   6.56216E-05   5.74166E-13     2941.80  0
 1.41000E-04   1.49525E-04   1.07906E-04   6.58315E-05   5.43838E-13     2605.44  0
 1.61000E-04   1.49912E-04   1.03591E-04   6.55575E-05   5.09260E-13     2450.13  0
 1.81000E-04   1.50051E-04   9.90670E-05   6.50305E-05   4.74702E-13     2311.76  0
 2.01000E-04   1.49087E-04   9.29777E-05   6.42932E-05   4.27698E-13     2192.31  0
 2.21000E-04   1.48940E-04   8.78432E-05   6.84010E-05   4.03736E-13     2024.62  0
 2.41000E-04   1.48654E-04   8.27995E-05   6.95773E-05   3.78182E-13     1913.61  0
 2.61000E-04   1.47841E-04   7.73631E-05   6.97227E-05   3.53135E-13     1838.13  0
 2.81000E-04   1.46869E-04   7.07598E-05   6.94776E-05   3.29312E-13     1783.65  0
 3.01000E-04   1.45877E-04   6.44475E-05   6.89076E-05   3.05886E-13     1741.92  0
 3.21000E-04   1.44954E-04   5.85972E-05   6.81721E-05   2.82209E-13     1709.28  0
 3.41000E-04   1.44335E-04   5.32225E-05   6.73537E-05   2.57976E-13     1683.17  0
 3.61000E-04   1.44167E-04   4.82887E-05   6.65281E-05   2.33756E-13     1662.19  0
 3.81000E-04   1.44004E-04   4.37665E-05   6.58869E-05   2.09846E-13     1645.93  0
 4.01000E-04   1.43826E-04   3.97997E-05   6.53661E-05   1.86353E-13     1633.96  0
 4.21000E-04   1.43628E-04   3.69127E-05   6.50995E-05   1.64019E-13     1626.20  0
 4.41000E-04   1.43400E-04   3.34845E-05   6.49471E-05   1.42760E-13     1622.85  0
 4.61000E-04   1.43132E-04   3.03724E-05   6.47972E-05   1.22545E-13     1621.88  0
 4.81000E-04   1.42810E-04   2.81300E-05   6.46406E-05   1.03417E-13     1620.50  0
 5.01000E-04   1.42413E-04   2.50642E-05   6.44686E-05   8.51864E-14     1618.66  0
 5.21000E-04   1.41909E-04   2.33849E-05   6.42698E-05   6.80834E-14     1616.31  0
 5.41000E-04   1.41235E-04   2.30774E-05   6.40355E-05   5.20150E-14     1613.35  0
 5.61000E-04   1.39247E-04   2.27724E-05   6.37503E-05   3.78225E-14     1609.73  0
 5.81000E-04   1.23873E-04   2.16411E-05   6.33993E-05   2.54325E-14     1605.46  0
 6.01000E-04   1.04214E-04   1.60913E-05   5.72406E-05   1.20516E-14     1600.02  0
 6.21000E-04   8.44587E-05   1.25669E-05   6.25940E-05   8.81676E-14     1593.91  1
 6.41000E-04   4.13931E-05   1.03889E-04   4.34041E-05   2.56815E-13     1852.19  1
 6.61000E-04   7.73056E-05   1.09130E-04   5.95945E-05   4.03318E-13     2636.38  1
 6.81000E-04   1.07527E-04   1.10565E-04   6.71287E-05   5.65197E-13     2921.09  1
 7.01000E-04   1.31580E-04   1.11338E-04   7.90178E-05   7.20674E-13     3054.38  1
 7.21000E-04   1.61506E-04   1.11752E-04   8.63153E-05   8.77181E-13     3080.56  1
 7.41000E-04   1.81014E-04   1.12070E-04   9.34654E-05   1.03980E-12     3131.03  1
 7.61000E-04   2.08804E-04   1.12127E-04   9.84611E-05   1.19652E-12     3144.90  1
 7.81000E-04   2.28527E-04   1.11966E-04   1.02085E-04   1.34390E-12     3125.80  1
 8.01000E-04   2.51139E-04   1.11534E-04   1.04126E-04   1.49107E-12     3030.25  1
 8.21000E-04   2.79258E-04   1.11100E-04   1.07723E-04   1.62129E-12     3016.86  1
 8.41000E-04   2.99767E-04   1.11054E-04   1.09076E-04   1.57938E-12     2995.05  0
 8.61000E-04   3.00433E-04   1.08557E-04   1.09858E-04   1.52254E-12     2597.70  0
 8.81000E-04   3.00266E-04   1.05452E-04   1.10320E-04   1.45833E-12     2380.06  0
 9.01000E-04   2.99887E-04   1.02769E-04   1.10574E-04   1.39039E-12     2225.79  0
 9.21000E-04   2.99407E-04   9.85768E-05   1.10620E-04   1.32449E-12     2107.54  0
 9.41000E-04   2.98872E-04   9.46913E-05   1.10487E-04   1.25692E-12     2015.14  0
 9.61000E-04   2.98382E-04   9.16464E-05   1.10241E-04   1.19013E-12     1941.60  0
 9.81000E-04   2.97969E-04   8.80422E-05   1.09907E-04   1.12483E-12     1884.86  0
 1.00100E-03   2.95366E-04   8.36864E-05   1.08261E-04   1.03609E-12     1836.58  0
 1.02100E-03   2.96970E-04   8.02226E-05   1.08347E-04   9.69126E-13     1793.69  0
 1.04100E-03   2.97029E-04   7.75411E-05   1.07590E-04   9.01900E-13     1756.51  0
 1.06100E-03   2.96455E-04   7.35413E-05   1.07124E-04   8.35386E-13     1724.66  0
 1.08100E-03   2.95535E-04   7.00369E-05   1.06599E-04   7.69707E-13     1699.06  0
 1.10100E-03   2.94250E-04   6.75464E-05   1.05733E-04   7.06201E-13     1677.95  0
 1.12100E-03   2.92385E-04   6.36578E-05   1.04793E-04   6.44679E-13     1661.07  0
 1.14100E-03   2.91739E-04   6.04824E-05   1.04060E-04   5.85638E-13     1647.84  0
 1.16100E-03   2.84719E-04   5.79333E-05   1.03864E-04   5.29240E-13     1637.73  0
 1.18100E-03   2.78692E-04   5.43318E-05   1.03679E-04   4.75895E-13     1630.33  0
 1.20100E-03   2.72968E-04   5.19834E-05   1.03410E-04   4.25367E-13     1625.49  0
 1.22100E-03   2.66522E-04   4.86678E-05   1.03045E-04   3.77899E-13     1623.12  0
 1.24100E-03   2.62112E-04   4.58682E-05   1.02654E-04   3.33174E-13     1622.60  0
 1.26100E-03   2.55280E-04   4.33507E-05   1.02066E-04   2.91397E-13     1622.00  0
 1.28100E-03   2.51174E-04   4.04730E-05   9.85588E-05   2.52757E-13     1621.22  0
 1.30100E-03   2.36994E-04   3.82781E-05   9.65389E-05   2.16830E-13     1620.27  0
 1.32100E-03   2.29516E-04   3.55063E-05   9.49770E-05   1.83732E-13     1619.12  0
 1.34100E-03   2.15983E-04   3.34335E-05   9.34266E-05   2.37699E-13     1617.77  1
 1.36100E-03   4.40995E-05   1.03792E-04   4.43540E-05   3.71879E-13     1845.41  1
 1.38100E-03   7.41431E-05   1.08951E-04   5.96275E-05   4.93387E-13     2674.47  1
 1.40100E-03   9.84770E-05   1.10384E-04   6.45233E-05   6.27023E-13     2918.76  1
 1.42100E-03   1.27462E-04   1.11317E-04   7.40917E-05   7.69393E-13     2977.96  1
 1.44100E-03   3.02980E-04   1.12109E-04   1.41630E-04   9.37943E-13     3036.85  1
 1.46100E-03   2.97411E-04   1.12580E-04   1.38699E-04   1.10615E-12     3092.47  1
 1.48100E-03   2.88854E-04   1.12935E-04   1.34349E-04   1.28283E-12     3129.23  1
 1.50100E-03   2.80024E-04   1.13233E-04   1.31624E-04   1.45106E-12     3177.06  1
 1.52100E-03   2.71040E-04   1.13398E-04   1.30420E-04   1.62894E-12     3155.75  1
 1.54100E-03   2.81051E-04   1.13594E-04   1.29093E-04   1.79272E-12     3200.35  1
 1.56100E-03   3.04482E-04   1.13650E-04   1.27846E-04   1.95929E-12     3178.81  1
 1.58100E-03   3.27635E-04   1.13635E-04   1.28231E-04   2.12663E-12     3214.98  1
 1.60100E-03   3.51184E-04   1.13053E-04   1.31087E-04   2.30927E-12     3129.24  1
 1.62100E-03   3.72598E-04   1.12792E-04   1.34570E-04   2.45432E-12     3100.03  1
 1.64100E-03   3.98537E-04   1.12564E-04   1.38080E-04   2.58222E-12     3114.01  1
 1.66100E-03   4.22002E-04   1.12114E-04   1.38684E-04   2.69309E-12     3056.49  1
 1.68100E-03   4.46658E-04   1.11622E-04   1.39014E-04   2.78964E-12     3030.15  1
 1.70100E-03   4.71710E-04   1.11145E-04   1.38973E-04   2.71013E-12     2957.06  0
 1.72100E-03   4.74097E-04   1.08732E-04   1.38904E-04   2.61166E-12     2576.17  0
 1.74100E-03   4.75274E-04   1.06100E-04   1.38868E-04   2.50517E-12     2358.58  0
 1.76100E-03   4.75525E-04   1.03125E-04   1.38564E-04   2.39642E-12     2212.25  0
 1.78100E-03   4.75350E-04   9.92200E-05   1.38238E-04   2.28611E-12     2104.06  0
 1.80100E-03   4.70269E-04   9.52063E-05   1.36176E-04   2.13102E-12     2017.11  0
 1.82100E-03   4.76075E-04   9.25855E-05   1.39911E-04   2.02129E-12     1941.28  0
 1.84100E-03   4.69274E-04   8.84599E-05   1.40676E-04   1.90691E-12     1876.34  0
 1.86100E-03   4.64598E-04   8.51479E-05   1.41210E-04   1.79249E-12     1823.31  0
 1.88100E-03   4.58091E-04   8.28824E-05   1.41422E-04   1.68028E-12     1780.39  0
 1.90100E-03   4.51592E-04   7.95000E-05   1.40308E-04   1.57052E-12     1745.87  0
 1.92100E-03   4.47116E-04   7.76062E-05   1.36801E-04   1.46349E-12     1718.31  0
 1.94100E-03   4.39794E-04   7.42528E-05   1.35443E-04   1.35952E-12     1695.66  0
 1.96100E-03   4.35559E-04   7.23862E-05   1.34589E-04   1.25913E-12     1677.15  0
 1.98100E-03   4.27724E-04   6.91225E-05   1.33852E-04   1.16243E-12     1661.92  0
 2.00100E-03   4.23316E-04   6.71096E-05   1.32944E-04   1.06975E-12     1649.84  0
 2.02100E-03   4.15032E-04   6.40644E-05   1.31941E-04   9.81665E-13     1640.24  0
 2.04100E-03   4.11515E-04   6.20673E-05   1.30218E-04   8.98019E-13     1632.91  0
 2.06100E-03   4.04330E-04   5.90715E-05   1.26130E-04   8.18460E-13     1627.77  0
 2.08100E-03   3.95029E-04   5.71629E-05   1.24706E-04   7.43682E-13     1624.46  0
 2.10100E-03   3.84556E-04   5.41420E-05   1.23682E-04   6.73104E-13     1622.99  0
 2.12100E-03   3.74271E-04   5.24442E-05   1.22601E-04   6.06760E-13     1622.66  0
 2.14100E-03   3.64598E-04   4.93066E-05   1.21213E-04   5.44673E-13     1622.21  0
 2.16100E-03   3.56958E-04   4.76990E-05   1.17689E-04   4.86293E-13     1621.63  0
 2.18100E-03   3.44858E-04   4.47200E-05   1.15089E-04   4.31102E-13     1620.92  0
 2.20100E-03   3.33162E-04   4.27762E-05   1.07871E-04   4.54999E-13     1619.95  1
 2.22100E-03   4.98331E-05   1.04225E-04   4.74126E-05   5.90734E-13     1843.28  1
 2.24100E-03   7.73415E-05   1.09696E-04   6.82051E-05   7.21502E-13     2637.08  1
 2.26100E-03   4.01788E-04   1.11398E-04   1.59502E-04   8.70066E-13     2907.46  1
 2.28100E-03   3.95041E-04   1.12428E-04   1.58961E-04   1.02579E-12     3060.74  1
 2.30100E-03   3.88217E-04   1.12879E-04   1.56531E-04   1.19552E-12     3142.65  1
 2.32100E-03   3.84155E-04   1.13277E-04   1.54020E-04   1.36238E-12     3197.47  1
 2.34100E-03   3.76246E-04   1.13562E-04   1.53213E-04   1.53851E-12     3216.63  1
 2.36100E-03   3.69103E-04   1.13927E-04   1.52438E-04   1.72245E-12     3232.06  1
 2.38100E-03   3.64375E-04   1.14239E-04   1.54910E-04   1.91604E-12     3230.65  1
 2.40100E-03   3.54618E-04   1.14524E-04   1.52687E-04   2.11223E-12     3253.49  1
 2.42100E-03   3.46825E-04   1.14549E-04   1.51749E-04   2.30508E-12     3237.95  1
 2.44100E-03   3.41239E-04   1.14699E-04   1.52519E-04   2.49382E-12     3284.59  1
 2.46100E-03   3.69480E-04   1.14739E-04   1.53095E-04   2.67971E-12     3304.75  1
 2.48100E-03   3.88576E-04   1.14637E-04   1.53483E-04   2.84500E-12     3312.10  1
 2.50100E-03   4.11516E-04   1.14374E-04   1.53832E-04   3.00908E-12     3317.98  1
 2.52100E-03   4.36830E-04   1.14178E-04   1.54132E-04   3.15489E-12     3289.75  1
 2.54100E-03   4.57395E-04   1.13859E-04   1.54295E-04   3.29123E-12     3242.85  1
 2.56100E-03   4.81003E-04   1.13531E-04   1.54420E-04   3.41479E-12     3225.02  1
 2.58100E-03   5.05910E-04   1.13126E-04   1.54508E-04   3.52528E-12     3184.72  1
 2.60100E-03   5.27752E-04   1.12632E-04   1.54583E-04   3.62103E-12     3121.10  1
 2.62100E-03   5.54483E-04   1.12116E-04   1.54607E-04   3.70326E-12     3084.71  1
 2.64100E-03   5.76397E-04   1.11738E-04   1.54691E-04   3.61649E-12     3057.55  0
 2.66100E-03   5.77525E-04   1.09319E-04   1.54594E-04   3.50687E-12     2669.22  0
 2.68100E-03   5.77823E-04   1.07877E-04   1.54412E-04   3.38840E-12     2438.15  0
 2.70100E-03   5.77899E-04   1.04081E-04   1.54165E-04   3.26304E-12     2268.77  0
 2.72100E-03   5.77826E-04   1.01389E-04   1.53897E-04   3.13372E-12     2138.05  0
 2.74100E-03   5.77593E-04   9.82818E-05   1.53566E-04   3.00325E-12     2041.62  0
 2.76100E-03   5.77211E-04   9.48277E-05   1.53128E-04   2.87252E-12     1967.18  0
 2.78100E-03   5.76624E-04   9.25965E-05   1.52515E-04   2.74405E-12     1909.06  0
 2.80100E-03   5.71540E-04   8.85130E-05   1.49857E-04   2.59761E-12     1863.56  0
 2.82100E-03   5.64981E-04   8.55235E-05   1.49982E-04   2.46943E-12     1819.60  0
 2.84100E-03   5.57131E-04   8.31165E-05   1.48237E-04   2.34000E-12     1781.12  0
 2.86100E-03   5.51934E-04   7.99520E-05   1.47378E-04   2.21096E-12     1750.63  0
 2.88100E-03   5.44316E-04   7.81580E-05   1.46372E-04   2.08470E-12     1725.44  0
 2.90100E-03   5.38330E-04   7.55194E-05   1.45368E-04   1.96044E-12     1704.36  0
 2.92100E-03   5.33551E-04   7.35450E-05   1.43849E-04   1.83978E-12     1686.94  0
 2.94100E-03   5.27129E-04   7.13273E-05   1.40624E-04   1.72181E-12     1672.21  0
 2.96100E-03   5.23149E-04   6.90256E-05   1.38232E-04   1.60788E-12     1659.97  0
 2.98100E-03   5.16563E-04   6.74985E-05   1.36956E-04   1.49711E-12     1649.71  0
 3.00100E-03   5.12629E-04   6.42797E-05   1.34960E-04   1.34871E-12     1641.16  0
 3.02100E-03   5.05751E-04   6.28042E-05   1.38523E-04   1.23501E-12     1634.38  0
 3.04100E-03   5.02053E-04   6.00560E-05   1.38928E-04   1.13055E-12     1629.15  0
 3.06100E-03   4.94716E-04   5.84073E-05   1.36053E-04   1.03339E-12     1625.46  0
 3.08100E-03   4.90907E-04   5.61466E-05   1.34483E-04   9.42133E-13     1623.38  0
 3.10100E-03   4.79144E-04   5.40437E-05   1.33396E-04   8.56922E-13     1622.82  0
 3.12100E-03   4.69318E-04   5.25877E-05   1.32298E-04   7.76888E-13     1622.45  0
 3.14100E-03   4.54599E-04   4.97898E-05   1.30779E-04   7.87975E-13     1621.99  1
 3.16100E-03   4.16325E-05   1.04000E-04   4.74004E-05   8.86847E-13     1885.43  1
 3.18100E-03   7.24480E-05   1.09152E-04   5.90630E-05   9.69256E-13     2622.28  1
 3.20100E-03   9.80591E-05   1.10518E-04   6.62710E-05   1.07510E-12     2846.37  1
 3.22100E-03   1.29557E-04   1.11611E-04   7.84457E-05   1.19068E-12     2976.45  1
 3.24100E-03   5.32517E-04   1.12507E-04   1.80119E-04   1.33010E-12     3059.44  1
 3.26100E-03   5.28336E-04   1.12921E-04   1.78223E-04   1.47935E-12     3130.11  1
 3.28100E-03   5.20963E-04   1.13309E-04   1.74572E-04   1.63397E-12     3180.65  1
 3.30100E-03   5.16385E-04   1.13663E-04   1.73501E-04   1.80261E-12     3231.59  1
 3.32100E-03   5.09394E-04   1.14110E-04   1.75749E-04   1.98005E-12     3233.97  1
 3.34100E-03   5.02131E-04   1.14548E-04   1.75411E-04   2.16203E-12     3259.87  1
 3.36100E-03   4.97389E-04   1.14976E-04   1.73075E-04   2.34328E-12     3247.84  1
 3.38100E-03   4.88704E-04   1.15119E-04   1.70683E-04   2.52762E-12     3278.79  1
 3.40100E-03   4.79745E-04   1.15268E-04   1.69572E-04   2.71204E-12     3265.54  1
 3.42100E-03   4.73574E-04   1.15264E-04   1.68588E-04   2.89287E-12     3276.44  1
 3.44100E-03   4.65166E-04   1.15446E-04   1.67298E-04   3.07513E-12     3298.82  1
 3.46100E-03   4.56746E-04   1.15544E-04   1.63997E-04   3.25502E-12     3278.91  1
 3.48100E-03   4.57648E-04   1.15468E-04   1.64286E-04   3.42148E-12     3294.89  1
 3.50099E-03   4.80856E-04   1.15371E-04   1.64621E-04   3.58752E-12     3265.41  1
 3.52099E-03   5.03223E-04   1.15241E-04   1.64875E-04   3.74162E-12     3280.05  1
 3.54099E-03   5.29056E-04   1.15040E-04   1.65223E-04   3.88812E-12     3274.83  1
 3.56099E-03   5.52450E-04   1.14807E-04   1.65500E-04   4.01879E-12     3243.04  1
 3.58099E-03   5.77969E-04   1.14422E-04   1.65738E-04   4.14167E-12     3233.87  1
 3.60099E-03   6.01479E-04   1.14027E-04   1.65861E-04   4.25241E-12     3210.58  1
 3.62099E-03   6.26187E-04   1.13618E-04   1.66034E-04   4.34319E-12     3185.16  1
 3.64099E-03   6.49043E-04   1.13156E-04   1.66110E-04   4.42499E-12     3152.86  1
 3.66099E-03   6.71102E-04   1.12712E-04   1.66148E-04   4.49569E-12     3126.95  1
 3.68099E-03   6.95964E-04   1.12145E-04   1.65927E-04   4.55049E-12     3081.98  1
 3.70099E-03   7.14242E-04   1.11673E-04   1.65787E-04   4.59598E-12     3023.89  1
 3.72099E-03   7.35179E-04   1.11312E-04   1.65550E-04   4.46795E-12     3014.63  0
 3.74099E-03   7.29591E-04   1.08784E-04   1.65254E-04   4.32120E-12     2614.73  0
 3.76099E-03   7.26820E-04   1.06491E-04   1.64961E-04   4.16787E-12     2402.82  0
