# Melt Pool Geometry History
# time(s)  length(m)  depth(m)  width(m)  volume(m3)  Tpeak(K)  laser_on
 2.10000E-05   0.00000E+00   0.00000E+00   0.00000E+00   7.53653E-14      293.00  1
 4.10000E-05   4.46374E-05   1.02828E-04   3.90173E-05   2.28949E-13     1934.31  1
 6.10000E-05   7.38200E-05   1.07939E-04   5.41634E-05   3.60755E-13     2479.45  1
 8.10000E-05   1.03974E-04   1.08398E-04   5.94749E-05   4.92151E-13     2695.75  1
 1.01000E-04   1.33200E-04   1.08398E-04   6.10262E-05   4.69256E-13     2674.19  0
 1.21000E-04   1.34294E-04   1.04838E-04   6.09093E-05   4.33848E-13     2370.00  0
 1.41000E-04   1.34542E-04   1.00374E-04   6.02681E-05   3.97245E-13     2222.95  0
 1.61000E-04   1.34446E-04   9.45134E-05   5.92940E-05   3.62887E-13     2107.10  0
 1.81000E-04   1.34106E-04   8.87204E-05   5.81413E-05   3.33209E-13     2009.61  0
 2.01000E-04   1.32044E-04   7.81151E-05   5.68326E-05   2.73136E-13     1923.72  0
 2.21000E-04   1.33068E-04   7.26529E-05   5.91522E-05   2.53614E-13     1816.24  0
 2.41000E-04   1.30663E-04   6.47261E-05   5.93942E-05   2.33557E-13     1751.60  0
 2.61000E-04   1.28483E-04   5.81496E-05   5.87102E-05   2.13525E-13     1707.50  0
 2.81000E-04   1.26922E-04   5.20654E-05   5.77543E-05   1.93259E-13     1676.22  0
 3.01000E-04   1.25907E-04   4.62536E-05   5.67586E-05   1.72785E-13     1653.73  0
 3.21000E-04   1.25367E-04   4.16504E-05   5.59057E-05   1.52619E-13     1637.91  0
 3.41000E-04   1.24942E-04   3.77295E-05   5.55633E-05   1.32991E-13     1627.76  0
 3.61000E-04   1.24543E-04   3.36194E-05   5.53861E-05   1.14530E-13     1622.96  0
 3.81000E-04   1.24146E-04   3.01118E-05   5.52038E-05   9.69997E-14     1621.88  0
 4.01000E-04   1.23731E-04   2.77857E-05   5.50041E-05   8.04649E-14     1620.33  0
 4.21000E-04   1.23274E-04   2.43018E-05   5.47758E-05   6.48920E-14     1618.28  0
 4.41000E-04   1.22751E-04   2.25382E-05   5.45078E-05   5.02482E-14     1615.64  0
 4.61000E-04   1.22100E-04   1.92153E-05   5.41809E-05   3.67989E-14     1612.28  0
 4.81000E-04   1.21373E-04   1.76384E-05   5.37720E-05   2.46797E-14     1608.17  0
 5.01000E-04   1.20338E-04   1.44335E-05   5.32558E-05   1.44529E-14     1603.00  0
 5.21000E-04   1.02860E-04   1.28056E-05   5.25660E-05   6.54210E-15     1596.89  0
 5.41000E-04   8.55408E-05   9.48808E-06   5.16459E-05   1.44990E-15     1588.88  0
 5.61000E-04   5.44886E-05   7.42119E-06   4.82509E-05   0.00000E+00     1579.10  0
 5.81000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00     1556.09  0
 6.01000E-04   0.00000E+00   0.00000E+00   0.00000E+00   7.76260E-14     1495.16  1
 6.21000E-04   4.83771E-05   1.02745E-04   4.73457E-05   2.44274E-13     1831.97  1
 6.41000E-04   7.99487E-05   1.08223E-04   5.72797E-05   3.94211E-13     2483.21  1
 6.61000E-04   1.10230E-04   1.09047E-04   6.18332E-05   5.41316E-13     2699.74  1
 6.81000E-04   1.40036E-04   1.09668E-04   7.08557E-05   6.91790E-13     2784.12  1
 7.01000E-04   1.68965E-04   1.10037E-04   7.60471E-05   8.42567E-13     2814.15  1
 7.21000E-04   1.97610E-04   1.10233E-04   8.08753E-05   9.87306E-13     2827.00  1
 7.41000E-04   2.26171E-04   1.10192E-04   8.36662E-05   1.12005E-12     2831.95  1
 7.61000E-04   2.54856E-04   1.09892E-04   8.50100E-05   1.24070E-12     2814.76  1
 7.81000E-04   2.83984E-04   1.09433E-04   8.61911E-05   1.35317E-12     2811.28  1
 8.01000E-04   3.13001E-04   1.08984E-04   8.68222E-05   1.29691E-12     2791.86  0
 8.21000E-04   3.12800E-04   1.06695E-04   8.75662E-05   1.23103E-12     2405.37  0
 8.41000E-04   3.12968E-04   1.02806E-04   8.77462E-05   1.16073E-12     2222.26  0
 8.61000E-04   3.13116E-04   9.82432E-05   8.78177E-05   1.09206E-12     2104.70  0
 8.81000E-04   3.13151E-04   9.35043E-05   8.76786E-05   1.02548E-12     2017.90  0
 9.01000E-04   3.13042E-04   8.87949E-05   8.73528E-05   9.62580E-13     1947.16  0
 9.21000E-04   3.12826E-04   8.42437E-05   8.68360E-05   9.01987E-13     1889.32  0
 9.41000E-04   3.12545E-04   7.97930E-05   8.58270E-05   8.43581E-13     1839.59  0
 9.61000E-04   3.12272E-04   7.56525E-05   8.44325E-05   7.86024E-13     1796.73  0
 9.81000E-04   3.12126E-04   7.20730E-05   8.30618E-05   7.29519E-13     1759.99  0
 1.00100E-03   3.11985E-04   6.79439E-05   8.19637E-05   6.73990E-13     1729.17  0
 1.02100E-03   3.11818E-04   6.37072E-05   8.10916E-05   6.19184E-13     1703.13  0
 1.04100E-03   3.11631E-04   5.99744E-05   8.02054E-05   5.65546E-13     1681.10  0
 1.06100E-03   3.11433E-04   5.69968E-05   7.93099E-05   5.13192E-13     1662.97  0
 1.08100E-03   3.11225E-04   5.32717E-05   7.84296E-05   4.62380E-13     1648.27  0
 1.10100E-03   3.10992E-04   4.96597E-05   7.76147E-05   4.13464E-13     1636.87  0
 1.12100E-03   3.10751E-04   4.70527E-05   7.69882E-05   3.66980E-13     1628.88  0
 1.14100E-03   3.10476E-04   4.35964E-05   7.66730E-05   3.23045E-13     1624.18  0
 1.16100E-03   3.00235E-04   4.05802E-05   7.64247E-05   2.82143E-13     1622.71  0
 1.18100E-03   2.86992E-04   3.81767E-05   7.61548E-05   2.44190E-13     1621.97  0
 1.20100E-03   2.72495E-04   3.43519E-05   7.25229E-05   1.88205E-13     1620.89  0
 1.22100E-03   2.55820E-04   3.26009E-05   8.11414E-05   1.52551E-13     1619.48  0
 1.24100E-03   2.42313E-04   2.93698E-05   8.10755E-05   1.21077E-13     1617.72  0
 1.26100E-03   2.31352E-04   2.77549E-05   8.08225E-05   9.33087E-14     1615.55  0
 1.28100E-03   2.15169E-04   2.47494E-05   8.03325E-05   6.94449E-14     1612.95  0
 1.30100E-03   2.01406E-04   2.30382E-05   7.50715E-05   1.24812E-13     1609.90  1
 1.32100E-03   4.75147E-05   1.03519E-04   4.13301E-05   2.69180E-13     1835.89  1
 1.34100E-03   8.02571E-05   1.08675E-04   5.86482E-05   4.12315E-13     2521.84  1
 1.36100E-03   1.07061E-04   1.09560E-04   6.27285E-05   5.58663E-13     2745.58  1
 1.38100E-03   1.35287E-04   1.10217E-04   6.90164E-05   7.10763E-13     2795.82  1
 1.40100E-03   1.61474E-04   1.10125E-04   7.76964E-05   8.87271E-13     2742.88  1
 1.42100E-03   1.92223E-04   1.10949E-04   8.41886E-05   1.06168E-12     2768.87  1
 1.44100E-03   2.22215E-04   1.11457E-04   8.95956E-05   1.23105E-12     2821.66  1
 1.46100E-03   2.51985E-04   1.11759E-04   9.45459E-05   1.39826E-12     2864.85  1
 1.48100E-03   2.80164E-04   1.11873E-04   9.78368E-05   1.55503E-12     2877.01  1
 1.50100E-03   3.05668E-04   1.11755E-04   9.95544E-05   1.70322E-12     2883.34  1
 1.52100E-03   3.33452E-04   1.11469E-04   1.02660E-04   1.84248E-12     2836.38  1
 1.54100E-03   3.62298E-04   1.11238E-04   1.04198E-04   1.97071E-12     2835.12  1
 1.56100E-03   3.91629E-04   1.10890E-04   1.05304E-04   2.07893E-12     2819.37  1
 1.58100E-03   4.19708E-04   1.10375E-04   1.05907E-04   2.17967E-12     2806.32  1
 1.60100E-03   4.44387E-04   1.09616E-04   1.06077E-04   2.09827E-12     2768.22  0
 1.62100E-03   4.47435E-04   1.07789E-04   1.06801E-04   2.00648E-12     2387.31  0
 1.64100E-03   4.47561E-04   1.03643E-04   1.06204E-04   1.90614E-12     2216.47  0
 1.66100E-03   4.47437E-04   9.97679E-05   1.05800E-04   1.80351E-12     2105.51  0
 1.68100E-03   4.47163E-04   9.64092E-05   1.05407E-04   1.70251E-12     2024.42  0
 1.70100E-03   4.46747E-04   9.28199E-05   1.05111E-04   1.60350E-12     1958.29  0
 1.72100E-03   4.46186E-04   8.85458E-05   1.04746E-04   1.50712E-12     1902.47  0
 1.74100E-03   4.45410E-04   8.46641E-05   1.04279E-04   1.41369E-12     1854.07  0
 1.76100E-03   4.39321E-04   8.14842E-05   1.03697E-04   1.32334E-12     1812.46  0
 1.78100E-03   4.35113E-04   7.80543E-05   1.02996E-04   1.23491E-12     1776.26  0
 1.80100E-03   4.29636E-04   7.42708E-05   1.02196E-04   1.14891E-12     1745.00  0
 1.82100E-03   4.23593E-04   7.13457E-05   1.01295E-04   1.06543E-12     1718.26  0
 1.84100E-03   4.16132E-04   6.82244E-05   1.00186E-04   9.84073E-13     1695.78  0
 1.86100E-03   4.13113E-04   6.47553E-05   9.90129E-05   9.05197E-13     1677.12  0
