# Melt Pool Geometry History
# time(s)  length(m)  depth(m)  width(m)  volume(m3)  Tpeak(K)  laser_on
 2.10000E-05   0.00000E+00   0.00000E+00   0.00000E+00   9.44394E-14      293.00  1
 4.10000E-05   4.74050E-05   1.04082E-04   4.19807E-05   2.39872E-13     1945.29  1
 6.10000E-05   7.32376E-05   1.09211E-04   5.63203E-05   3.80958E-13     2726.84  1
 8.10000E-05   9.91870E-05   1.10988E-04   6.18019E-05   5.11805E-13     3025.48  1
 1.01000E-04   1.23168E-04   1.11492E-04   6.36976E-05   6.40125E-13     3169.36  1
 1.21000E-04   1.46597E-04   1.11720E-04   6.47201E-05   7.68032E-13     3230.48  1
 1.41000E-04   1.69988E-04   1.11840E-04   6.52905E-05   8.82250E-13     3247.48  1
 1.61000E-04   1.93657E-04   1.11890E-04   6.55856E-05   9.94710E-13     3249.04  1
 1.81000E-04   2.16817E-04   1.11896E-04   6.59384E-05   1.10226E-12     3276.58  1
 2.01000E-04   2.37843E-04   1.10594E-04   6.62049E-05   1.17782E-12     3118.78  1
 2.21000E-04   2.61858E-04   1.10421E-04   7.65492E-05   1.15059E-12     3039.52  0
 2.41000E-04   2.65440E-04   1.08004E-04   7.97333E-05   1.10884E-12     2609.75  0
 2.61000E-04   2.66616E-04   1.03857E-04   8.09464E-05   1.06275E-12     2377.96  0
 2.81000E-04   2.66701E-04   9.97667E-05   8.16031E-05   1.01475E-12     2225.49  0
 3.01000E-04   2.66391E-04   9.57177E-05   8.19160E-05   9.61847E-13     2110.56  0
 3.21000E-04   2.65937E-04   9.19736E-05   8.20542E-05   9.11778E-13     2025.41  0
 3.41000E-04   2.65416E-04   8.77031E-05   8.20247E-05   8.62272E-13     1956.12  0
 3.61000E-04   2.64935E-04   8.30850E-05   8.18420E-05   8.14806E-13     1899.93  0
 3.81000E-04   2.64551E-04   7.84556E-05   8.15089E-05   7.70963E-13     1852.67  0
 4.01000E-04   2.64114E-04   7.40583E-05   8.10325E-05   7.27944E-13     1812.05  0
 4.21000E-04   2.63653E-04   6.99189E-05   8.04363E-05   6.86326E-13     1777.55  0
 4.41000E-04   2.63189E-04   6.61250E-05   7.97404E-05   6.45477E-13     1748.02  0
 4.61000E-04   2.62761E-04   6.27597E-05   7.89546E-05   6.04141E-13     1722.22  0
 4.81000E-04   2.62528E-04   5.86071E-05   7.81326E-05   5.63038E-13     1699.94  0
 5.01000E-04   2.62334E-04   5.49436E-05   7.72984E-05   5.21359E-13     1680.77  0
 5.21000E-04   2.62090E-04   5.24227E-05   7.64949E-05   4.80024E-13     1664.52  0
 5.41000E-04   2.61811E-04   4.85797E-05   7.57851E-05   4.38764E-13     1651.13  0
 5.61000E-04   2.61401E-04   4.55442E-05   7.52631E-05   3.97825E-13     1640.22  0
 5.81000E-04   2.55590E-04   4.30985E-05   7.51456E-05   3.58266E-13     1631.87  0
 6.01000E-04   2.47421E-04   3.97069E-05   7.10114E-05   2.92116E-13     1626.06  0
 6.21000E-04   2.43047E-04   3.78346E-05   8.12940E-05   2.55788E-13     1623.05  0
 6.41000E-04   2.33093E-04   3.46779E-05   8.15379E-05   2.21841E-13     1622.35  0
 6.61000E-04   2.24148E-04   3.29434E-05   8.17047E-05   1.90222E-13     1621.38  0
