# Melt Pool Geometry History
# time(s)  length(m)  depth(m)  width(m)  volume(m3)  Tpeak(K)  laser_on
 2.10000E-05   0.00000E+00   0.00000E+00   0.00000E+00   7.26225E-14      293.00  1
 4.10000E-05   4.35726E-05   1.02816E-04   3.89765E-05   2.32602E-13     1870.57  1
 6.10000E-05   6.77467E-05   1.09432E-04   5.97855E-05   3.49498E-13     2774.30  1
 8.10000E-05   8.92162E-05   1.11845E-04   6.81194E-05   4.66363E-13     3209.11  1
 1.01000E-04   1.09889E-04   1.12892E-04   7.09963E-05   5.89471E-13     3385.35  1
 1.21000E-04   1.26463E-04   1.13289E-04   7.80625E-05   7.23183E-13     3532.36  1
 1.41000E-04   1.46148E-04   1.13696E-04   8.07944E-05   8.48002E-13     3636.16  1
 1.61000E-04   1.65745E-04   1.14073E-04   8.20021E-05   8.39398E-13     3626.76  0
 1.81000E-04   1.68328E-04   1.13366E-04   8.24531E-05   8.20332E-13     3112.69  0
 2.01000E-04   1.68496E-04   1.09968E-04   8.25902E-05   7.80011E-13     2778.90  0
 2.21000E-04   1.70298E-04   1.07780E-04   8.95506E-05   7.52694E-13     2527.01  0
 2.41000E-04   1.70779E-04   1.03860E-04   9.14936E-05   7.19284E-13     2339.60  0
 2.61000E-04   1.70728E-04   1.00196E-04   9.21751E-05   6.87304E-13     2196.48  0
 2.81000E-04   1.70432E-04   9.68381E-05   9.24152E-05   6.55211E-13     2084.25  0
 3.01000E-04   1.69951E-04   9.28057E-05   9.24386E-05   6.24385E-13     1997.14  0
 3.21000E-04   1.69357E-04   8.82385E-05   9.22769E-05   5.92278E-13     1928.72  0
 3.41000E-04   1.68677E-04   8.37994E-05   9.19409E-05   5.62268E-13     1873.30  0
 3.61000E-04   1.67913E-04   7.94010E-05   9.14553E-05   5.33176E-13     1826.95  0
 3.81000E-04   1.67064E-04   7.50435E-05   9.08222E-05   5.04161E-13     1787.74  0
 4.01000E-04   1.66189E-04   7.07753E-05   9.00663E-05   4.75294E-13     1754.35  0
 4.21000E-04   1.65370E-04   6.67106E-05   8.92082E-05   4.45993E-13     1725.78  0
 4.41000E-04   1.64755E-04   6.26549E-05   8.82846E-05   4.15916E-13     1701.30  0
 4.61000E-04   1.64330E-04   5.81793E-05   8.73474E-05   3.85452E-13     1680.72  0
 4.81000E-04   1.64122E-04   5.39215E-05   8.64668E-05   3.54473E-13     1663.71  0
 5.01000E-04   1.63987E-04   5.00435E-05   8.57149E-05   3.23473E-13     1649.66  0
 5.21000E-04   1.63844E-04   4.69420E-05   8.53053E-05   2.92997E-13     1638.52  0
 5.41000E-04   1.63686E-04   4.33221E-05   8.51617E-05   2.63566E-13     1630.27  0
 5.61000E-04   1.63510E-04   3.97423E-05   8.50244E-05   2.34887E-13     1624.90  0
 5.81000E-04   1.63311E-04   3.75152E-05   8.48898E-05   2.07545E-13     1622.82  0
 6.01000E-04   1.56784E-04   3.35900E-05   8.10099E-05   1.62217E-13     1621.98  0
 6.21000E-04   1.66885E-04   3.08954E-05   8.98238E-05   1.36230E-13     1620.90  0
 6.41000E-04   1.62575E-04   2.85496E-05   8.76834E-05   1.12118E-13     1619.46  0
 6.61000E-04   1.57953E-04   2.60362E-05   8.64249E-05   1.73804E-13     1617.62  1
 6.81000E-04   4.28635E-05   1.04217E-04   4.25759E-05   3.22574E-13     1855.86  1
 7.01000E-04   6.99240E-05   1.10169E-04   6.21848E-05   4.45374E-13     2827.70  1
 7.21000E-04   9.17281E-05   1.12568E-04   7.20840E-05   5.82498E-13     3244.86  1
 7.41000E-04   2.11679E-04   1.13692E-04   1.48988E-04   7.27608E-13     3514.14  1
 7.61000E-04   2.04836E-04   1.14891E-04   1.43449E-04   8.80473E-13     3674.57  1
 7.81000E-04   1.99151E-04   1.15908E-04   1.42471E-04   1.04251E-12     3768.70  1
 8.01000E-04   1.89161E-04   1.16200E-04   1.36784E-04   1.21630E-12     3746.28  1
 8.21000E-04   1.93125E-04   1.16643E-04   1.36919E-04   1.37727E-12     3785.27  1
 8.41000E-04   2.08456E-04   1.17132E-04   1.39479E-04   1.53949E-12     3842.45  1
 8.61000E-04   2.22630E-04   1.17391E-04   1.41578E-04   1.69651E-12     3868.91  1
 8.81000E-04   2.40052E-04   1.17522E-04   1.44101E-04   1.84836E-12     3848.90  1
 9.01000E-04   2.54274E-04   1.17422E-04   1.46520E-04   2.00009E-12     3822.11  1
 9.21000E-04   2.72046E-04   1.17177E-04   1.48374E-04   2.14328E-12     3806.10  1
 9.41000E-04   2.90094E-04   1.16841E-04   1.51384E-04   2.28589E-12     3763.05  1
 9.61000E-04   3.05024E-04   1.16434E-04   1.53303E-04   2.42309E-12     3720.58  1
 9.81000E-04   3.22956E-04   1.15956E-04   1.54689E-04   2.41423E-12     3677.29  0
 1.00100E-03   3.23827E-04   1.14676E-04   1.55123E-04   2.40664E-12     3126.26  0
 1.02100E-03   3.23875E-04   1.13648E-04   1.57316E-04   2.36386E-12     2812.24  0
